"Title","PMID"
"Internet addiction and its effects on psychological wellbeing: A community-based study.","37274579"
"The effect of solution-focussed education and counselling on problematic internet usage, sleep quality and school achievement: A randomized controlled trial.","36039009"
"Relationship between internet addiction and mental health in adolescents.","33426107"
"Differentiation between young adult Internet addicts, smokers, and healthy controls by the interaction between impulsivity and temporal lobe thickness.","30739462"
"The relationship between second-to-fourth digit (2D:4D) ratios and problematic and pathological Internet use among Turkish university students.","28358645"
"[Internet Addiction Disorder in a Sample of 402 High School Students].","26093590"
"Problematic use of the Internet is a unidimensional quasi-trait with impulsive and compulsive subtypes.","31703666"
"A Study of Occupational Therapy Strategies and Psychological Regulation of Students' Internet Addiction in the Mobile Social Media Environment.","36176490"
"Potential risk and protective factors related to problematic social media use among adolescents in Iran: A latent profile analysis.","37442018"
"Internet Addiction among Young Adult University Students during the COVID-19 Pandemic: The Role of Peritraumatic Distress, Attachment, and Alexithymia.","36497656"
"Analysis of Occupational Balance and Its Relation to Problematic Internet Use in University Occupational Therapy Students.","33670328"
"[Current approaches to the treatment and correction of Internet addiction].","31407696"
"Merging Theoretical Models and Therapy Approaches in the Context of Internet Gaming Disorder: A Personal Perspective.","29104555"
"Associations among internet addiction, lifestyle behaviors, and dental caries among high school students in Southwest Japan.","36243741"
"Waterpipe smoking, internet addiction and depression: A public health problem trio?","33237606"
"Comorbidity of psychiatric disorders with Internet addiction in a clinical sample: the effect of personality, defense style and psychopathology.","25129172"
"At-risk internet addiction and related factors among senior high school teachers in Japan based on a Nationwide survey.","37465913"
"Internet addiction and suicidal behavior among vocational high school students in Hunan Province, China: A moderated mediation model.","36703819"
"Risky cyber behaviors in adolescents with depression: A case control study.","32275220"
"The relationship between social support and depressive symptoms among the college students of Liaoning, China: a moderated mediated analysis.","31630539"
"Random topology organization and decreased visual processing of internet addiction: Evidence from a minimum spanning tree analysis.","30706671"
"Editorial: Online Psychology Beyond Addiction and Gaming: A Global Look at Mental Health and Internet-Related Technologies.","34975704"
"Corrigendum: Prevalence and Associated Factors of Internet Addiction Among Undergraduate Students at Al-Beheira Governorate, Egypt.","36686383"
"Symptom relationships between internet addiction and anxiety across primary and middle school students during the Omicron lockdown.","36828145"
"Psychometric Properties of the Persian Internet Addiction Test-Social Networking Sites Version: Dimensionality Assessment of Social Networking Site Addiction.","34703530"
"Concurrent and Longitudinal Relationships between Positive Youth Development Attributes and Adolescent Internet Addiction Symptoms in Chinese Mainland High School Students.","33671277"
"Gaming disorder and internet addiction: A systematic review of resting-state EEG studies.","32283445"
"Internet Addiction Among Lebanese Adolescents: The Role of Self-Esteem, Anger, Depression, Anxiety, Social Anxiety and Fear, Impulsivity, and Aggression-A Cross-Sectional Study.","31503174"
"Relationships between Internet addiction and clinicodemographic and behavioral factors.","30988618"
"The impact of depression, anxiety, neuroticism, and severity of Internet addiction symptoms on the relationship between probable ADHD and severity of insomnia among young adults.","30791348"
"Factors Related to Self-Reported Attention Deficit Among Incoming University Students.","25270565"
"The screens culture: impact on ADHD.","21948003"
"Negative Life Events, Negative Copying Style, and Internet Addiction in Middle School Students: A Large Two-year Follow-up Study.","37363770"
"Food Addiction and Its Relationship to Weight- and Addiction-Related Psychological Parameters in Individuals With Overweight and Obesity.","34621227"
"School-Related Risk Factors of Internet Use Disorders.","31817573"
"Assessing the diagnostic contribution of internet gaming disorder criteria requires improved content, construct and face validity-a response to Rehbein and colleagues (2015).","26173160"
"Mindfulness for internet use disorder: a study protocol of a systematic review and meta-analysis.","36137618"
"Sleep disorders in higher education students: Modifiable and non-modifiable risk factors.","36199865"
"The Relationship between Internet Addiction, Internet Gaming and Anxiety among Medical Students in a Malaysian Public University during COVID-19 Pandemic.","34831627"
"The Association Between Internet Addiction and Anxiety in Nursing Students: A Network Analysis.","34512421"
"Parenting styles, perceived social support and emotion regulation in adolescents with internet addiction.","31003724"
"Electro-acupuncture treatment for internet addiction: Evidence of normalization of impulse control disorder in adolescents.","28861803"
"Childhood trauma and psychological sub-health among Chinese adolescents: the mediating effect of Internet addiction.","36471293"
"Effect of Social-Psychological Intervention on Self-Efficacy, Social Adaptability and Quality of Life of Internet-Addicted Teenagers.","36256987"
"The effects of technology use on working young loneliness and social relationships.","30044497"
"Impulse inhibition in people with Internet addiction disorder: electrophysiological evidence from a Go/NoGo study.","20833229"
"Too much time online: internet addiction or healthy social interactions?","19178211"
"The Current Status of Psychological Intervention Research for Internet Addiction and Internet Gaming Disorder.","30742546"
"Definition of Substance and Non-substance Addiction.","29098666"
"The Dimensions of Facebook Addiction as Measured by Facebook Addiction Italian Questionnaire and Their Relationships with Individual Differences.","28394208"
"Factor structure of the Internet Addiction Scale and its associations with psychiatric symptoms for Korean adolescents.","24346224"
"Differential psychological impact of internet exposure on Internet addicts.","23408958"
"Prevalence of internet addiction and comparison of internet addicts and non-addicts in Iranian high schools.","18954277"
"The Gender-Sensitive Social Risk Factors for Internet Addiction in College Undergraduate Students.","34340274"
"Structural brain changes in young males addicted to video-gaming.","31954233"
"Internet addiction and psychopathology in a community before and during an economic crisis.","23962651"
"Body Image Concerns: The Impact of Digital Technologies and Psychopathological Risks in a Normative Sample of Adolescents.","36004826"
"White matter microstructural changes in internet addiction disorder: A systematic review of diffusion tensor imaging studies.","36989701"
"Adolescent Internet Addiction in Hong Kong: Prevalence, Psychosocial Correlates, and Prevention.","31122547"
"Positive outcome expectancy mediates the relationship between social influence and Internet addiction among senior high-school students.","29950103"
"Internet Addiction Disorder: Personality characteristics and risk of pathological overuse in adolescents.","27988425"
"Disrupted inter-hemispheric functional and structural coupling in Internet addiction adolescents.","26409575"
"Internet addiction and its association with quality of life in patients with major depressive disorder: a network perspective.","35379778"
"Altered brain network topology related to working memory in internet addiction.","32644933"
"Sluggish cognitive tempo (Cognitive Disengagement Syndrome) symptoms are more associated with a higher risk of internet addiction and internet gaming disorder than ADHD symptoms: A study with medical students and resident doctors.","37327573"
"Prevalence of internet addiction in Africa: A systematic review and meta-analysis.","35984734"
"Commentary: Development and Validation of a Self-reported Questionnaire for Measuring Internet Search Dependence.","28487851"
"Visual Mismatch Negativity: A Mini-Review of Non-pathological Studies With Special Populations and Stimuli.","35250507"
"The bits and bytes of computer/Internet addiction: a factor analytic approach.","10495815"
"Associations Between Internet Addiction and Gender, Anxiety, Coping Styles and Acceptance in University Freshmen in South China.","34135779"
"The effect of educational intervention based on BASNEF model for reducing internet addiction among female students: a quasi-experimental study.","31856869"
"Incidence and predictive factors of Internet addiction among Chinese secondary school students in Hong Kong: a longitudinal study.","28417158"
"The relationship between Internet addiction and childhood trauma in adolescents: The mediating role of social support.","36275326"
"Internet addiction, mental health, and sleep quality in students of medical sciences, Iran: A cross-sectional study.","35071615"
"Online dialectical behavioral therapy for adults with internet addiction: A quasi-experimental trial during the COVID-19 pandemic.","35792416"
"Personality Traits of Croatian University Students with Internet Addiction.","35735383"
"Multidimensional Correlates of Parental Self-Efficacy in Managing Adolescent Internet Use among Parents of Adolescents with Attention-Deficit/Hyperactivity Disorder.","32784989"
"Association between parental separation and addictions in adolescents: results of a National Lebanese Study.","32560706"
"Relationship of internet addiction severity with probable ADHD and difficulties in emotion regulation among young adults.","30195743"
"Effects of Internet and Smartphone Addictions on Depression and Anxiety Based on Propensity Score Matching Analysis.","29693641"
"Internet Addiction, Hikikomori Syndrome, and the Prodromal Phase of Psychosis.","26973544"
"Risk factors of Internet addiction and the health effect of internet addiction on adolescents: a systematic review of longitudinal and prospective studies.","25212714"
"[Internet addiction: development and validation of an instrument in adolescent scholars in Lima, Peru].","22086626"
"Editorial: Digital Interventions in Mental Health: Current Status and Future Directions.","32174858"
"Bullying victimization among Lebanese adolescents: The role of child abuse, Internet addiction, social phobia and depression and validation of the Illinois Bully Scale.","33187493"
"The health belief model and number of peers with internet addiction as inter-related factors of Internet addiction among secondary school students in Hong Kong.","26983882"
"Internet Addiction and Social Media Addiction in Medical Faculty Students: Prevalence, Related Factors, and Association with Life Satisfaction.","36344767"
"Implications of COVID-19 and Lockdown on Internet Addiction Among Adolescents: Data From a Developing Country.","34054619"
"The Association of Level of Internet Use with Suicidal Ideation and Suicide Attempts in South Korean Adolescents: A Focus on Family Structure and Household Economic Status.","27254417"
"The prevalence of internet addiction and its association with quality of life among clinically stable patients with major depressive disorder.","35777497"
"Turkish adaptation study of Internet Addiction Scale.","20528276"
"The Junior Students' Internet Literacy Scale: Measure Development and Validation.","34639422"
"Prevalence and predictors of the persistence and incidence of adolescent internet addiction in Mainland China: A two-year longitudinal study.","34256306"
"Internet addiction in students from an educational institution in Southern Brazil: prevalence and associated factors.","32520170"
"Further Evidence for the Psychometric Properties of Young's Internet Addiction Test (IAT): A Study on a Sample of Israeli-Arab Male Adolescents.","31662163"
"The relationship between internet addiction, social anxiety, impulsivity, self-esteem, and depression in a sample of Turkish undergraduate medical students.","29957547"
"Internet addiction among medical students of Sohag University, Egypt.","30184405"
"Description of internet addiction among Chilean medical students: a cross-sectional study.","24430588"
"[The relationship between emotional, physical abuse and Internet addiction disorder among middle school students].","19565867"
"When adolescents face both Internet addiction and mood symptoms: A cross-sectional study of comorbidity and its predictors.","31986358"
"The Internet addiction test: Psychometric properties, socio-demographic risk factors and addictive co-morbidities in a large adult sample.","34198053"
"Abnormal Functional Connectivity in Cognitive Control Network, Default Mode Network, and Visual Attention Network in Internet Addiction: A Resting-State fMRI Study.","31620077"
"Italian validation of the Children's Shyness Questionnaire: Exploring associations between shyness and psychosocial functioning.","31163051"
"A meta-analysis of psychological interventions for Internet/smartphone addiction among adolescents.","31891316"
"Web addiction in the brain: Cortical oscillations, autonomic activity, and behavioral measures.","28718301"
"Problematic Internet Usage and Immune Function.","26244339"
"Greek version of the Internet Addiction Test: a validation study.","24307176"
"Identification of central symptoms in Internet addictions and depression among adolescents in Macau: A network analysis.","35065088"
"Chronic Back Condition and the Level of Physical Activity as Well as Internet Addiction among Physiotherapy Students during the COVID-19 Pandemic in Poland.","34206426"
"Predictive Effects of Sex, Age, Depression, and Problematic Behaviors on the Incidence and Remission of Internet Addiction in College Students: A Prospective Study.","30558175"
"Development and validation of the Parents' Perceived Self-Efficacy to Manage Children's Internet Use Scale for parents of adolescents with attention-deficit/hyperactivity disorder.","29076356"
"The association between attention deficit/hyperactivity disorder and internet addiction: a systematic review and meta-analysis.","28724403"
"Internet addiction in Greek medical students: an online survey.","25669634"
"Risk Factors and Protective Factors of Internet Addiction in University Students during the Pandemic: Implications for Prevention and Treatment.","37297556"
"[The Concept and Treatment of Internet Addiction].","27703103"
"The dysfunction of face processing in patients with internet addiction disorders: an event-related potential study.","27563738"
"Internet Addiction and Its Associations with Clinical and Psychosocial Factors in Medical Students.","33910324"
"Internet use patterns and Internet addiction in children and adolescents with obesity.","28371539"
"The Difference in Comorbidities and Behavioral Aspects between Internet Abuse and Internet Dependence in Korean Male Adolescents.","25395969"
"Impact of addiction to internet on a number of psychiatric symptoms in students of isfahan universities, iran, 2010.","22347609"
"Internet addiction: a descriptive clinical study focusing on comorbidities and dissociative symptoms.","19840588"
"A bidirectional association between internet addiction and depression: A large-sample longitudinal study among Chinese university students.","34906641"
"The relationship between internet addiction and physical activity levels of university students in a province in eastern Turkey.","37393479"
"Effects of exercise or tai chi on Internet addiction in college students and the potential role of gut microbiota: A randomized controlled trial.","36754096"
"Is there a gradient in the association between internet addiction and health?","35239733"
"Bidirectional predictions between Internet addiction and probable depression among Chinese adolescents.","30264608"
"Internet addiction and attention-deficit-hyperactivity disorder: Effects of anxiety, depression and self-esteem.","29617061"
"The Internet Process Addiction Test: Screening for Addictions to Processes Facilitated by the Internet.","26226007"
"Is Internet Addiction a Clinical Symptom or a Psychiatric Disorder? A Comparison With Bipolar Disorder.","30028359"
"Social anxiety in online and real-life interaction and their associated factors.","22175853"
"[Internet addiction: the medical challenge of the 21st century? br].","36121723"
"[Analysis on prevalence and influencing factors of health risk behaviors of Dong and Bai Nationality adolescents in rural of Wuling mountainous area in 2016].","30593306"
"Development and validation study of Game Overuse Screening Questionnaire.","32559564"
"Altered default mode, fronto-parietal and salience networks in adolescents with Internet addiction.","28160660"
"Exploring personality characteristics of Chinese adolescents with internet-related addictive behaviors: trait differences for gaming addiction and social networking addiction.","25462651"
"Association Between Internet Addiction and the Risk of Musculoskeletal Pain in Chinese College Freshmen - A Cross-Sectional Study.","31551859"
"Internet Addiction and Emotional and Behavioral Maladjustment in Mainland Chinese Adolescents: Cross-Lagged Panel Analyses.","34803859"
"[An associations of possible genetic risk markers for Internet addiction with childhood trauma experience and personality traits in young adults : preliminary results].","34460161"
"Does loneliness, self-esteem and psychological distress correlate with problematic internet use? A Bangladeshi survey study.","32243089"
"Internet addiction and attention-deficit / hyperactivity disorder symptoms in adolescents with autism spectrum disorder.","30877993"
"The top six risky behaviors among Iranian university students: a national survey.","30452701"
"Technology-mediated addictive behaviors constitute a spectrum of related yet distinct conditions: A network perspective.","30024188"
"Development of an Online and Offline Integration Hypothesis for Healthy Internet Use: Theory and Preliminary Evidence.","29706910"
"Association between childhood and adult attention deficit hyperactivity disorder symptoms in Korean young adults with Internet addiction.","28786707"
"Impaired inhibition and working memory in response to internet-related words among adolescents with internet addiction: A comparison with attention-deficit/hyperactivity disorder.","26778632"
"Evaluation of the psychometric properties of the Italian Internet Addiction Test.","25684612"
"Is Internet addiction a psychopathological condition distinct from pathological gambling?","24630825"
"The cognitive dysregulation of Internet addiction and its neurobiological correlates.","28410153"
"Compulsive Buying Behavior: Clinical Comparison with Other Behavioral Addictions.","27378999"
"Sex differences in prevalence, risk factors and clinical correlates of internet addiction among chinese college students.","33190119"
"Personality Disorders in Female and Male College Students With Internet Addiction.","26731123"
"[Video game and internet addiction. The current state of research].","23549839"
"Electroencephalography-detected neurophysiology of internet addiction disorder and internet gaming disorder in adolescents - A review.","34031341"
"The role of resting respiratory sinus arrhythmia in the family functioning-internet addiction symptoms link.","33592232"
"Preventing Harmful Internet Use-Related Addiction Problems in Europe: A Literature Review and Policy Options.","32471093"
"Technology Addiction Survey: An Emerging Concern for Raising Awareness and Promotion of Healthy Use of Technology.","28852246"
"Development and validation study of the Smartphone Overuse Screening Questionnaire.","28800515"
"The impact of Internet-based specific activities on the perceptions of Internet addiction, quality of life, and excessive usage: A cross-sectional study.","29531976"
"The Relationship Between Negative Life Events and Internet Addiction Disorder Among Adolescents and College Students in China: A Systematic Review and Meta-Analysis.","35573333"
"Problematic internet use: A scoping review - longitudinal research on a contemporary social problem, 2006-2017.","35308651"
"Internet addiction among teenagers in a Chinese population: Prevalence, risk factors, and its relationship with obsessive-compulsive symptoms.","35810603"
"Heart Rate Variability, Time Estimation and Internet-Dependent Behaviour in 16-17-Year-Old Adolescents: A Study in Russian Arctic.","34072330"
"Altered topological connectivity of internet addiction in resting-state EEG through network analysis.","30844604"
"A Preliminary Study on the Effectiveness of the Peer Relationship Enhancement Program in Adolescents at Risk for Internet and Smartphone Addiction.","32595294"
"The validation of Implicit Association Test measures for smartphone and Internet addiction in at-risk children and adolescents.","29383939"
"Factors associated with internet addiction among school-going adolescents in Vadodara.","28348987"
"The psychosocial indicators related to neuroticism in both sexes: A study of incoming university students.","25835278"
"The analysis of internet addiction scale using multivariate adaptive regression splines.","23113038"
"Functional magnetic resonance imaging of internet addiction in young adults.","26981230"
"Craving Facebook? Behavioral addiction to online social networking and its association with emotion regulation deficits.","25170590"
"Internet addiction and mental health disorders in high school students in a Peruvian region: a cross-sectional study.","37286950"
"The relationship between childhood traumatic experience and suicidal tendency in non-suicidal self-injury behavior patients.","37277735"
"Prevalence and Clinical Correlates of Internet Addiction Symptoms and Their Association With Quality of Life in Adolescents With Major Depressive Disorder: A Multicenter Cross-Sectional Study.","35546955"
"Molecular and functional imaging of internet addiction.","25879023"
"Effect of social support on depression of internet addicts and the mediating role of loneliness.","25147581"
"Life satisfaction and problematic Internet use: Evidence for gender specific effects.","27011335"
"[Pathological gambling and computergame-addiction. Current state of research regarding two subtypes of behavioural addiction].","20195558"
"The Relationship Between Chronotype and Impulsivity, Attention-Deficit Disorder, Internet, Social Media, and Smartphone Addiction.","36425744"
"The effect of traditional children's games on internet addiction, social skills and stress level.","36064245"
"At-risk Internet addiction and related factors among junior high school teachers-based on a nationwide cross-sectional study in Japan.","30611194"
"Corrigendum: Development of an Online and Offline Integration Hypothesis for Healthy Internet Use: Theory and Preliminary Evidence.","30766502"
"Asthma and allergy as risk factors for suicidal behavior among young adults.","29652637"
"Alexithymia components in excessive internet users: a multi-factorial analysis.","25149129"
"Cognitive flexibility in internet addicts: fMRI evidence from difficult-to-easy and easy-to-difficult switching situations.","24368005"
"[Confrontation of children and adolescents with pornography].","12503513"
"Cross-sectional and prospective association between internet addiction and risk of fatigue among Chinese college students.","35984184"
"Relationship between internet addiction and sleep disturbance in high school students: a cross-sectional study.","32782022"
"The Current Situation of Internet Addiction and Its Impact on Sleep Quality and Self-Injury Behavior in Chinese Medical Students.","32151129"
"Performance of the DSM-5-based criteria for Internet addiction: A factor analytical examination of three samples.","31120319"
"Effects of Group Counseling Programs, Cognitive Behavioral Therapy, and Sports Intervention on Internet Addiction in East Asia: A Systematic Review and Meta-Analysis.","29182549"
"Gender Difference in Internet Use and Internet Problems among Quebec High School Students.","27310231"
"Carpe diem or carpe mañana? Emotion priming affects intertemporal choice among Internet addicts and normal Internet users.","36467134"
"Prevalence of Internet Addiction Disorder and Its Correlates Among Clinically Stable Adolescents With Psychiatric Disorders in China During the COVID-19 Outbreak.","34603095"
"The Impact of Physical Distancing and Associated Factors Towards Internet Addiction Among Adults in Indonesia During COVID-19 Pandemic: A Nationwide Web-Based Study.","33101092"
"Reducing problematic social media use via a package intervention.","36782393"
"Children's Health in the Digital Age.","32384728"
"The relationship between Internet addiction, psychological distress, and coping strategies in a sample of Saudi undergraduate students.","31571247"
"Factor structure of the compulsive internet use scale.","23962124"
"Developmental Trajectories of Adolescent Internet Addiction: Interpersonal Predictors and Adjustment Outcomes.","36334225"
"Internet addiction and its facets: The role of genetics and the relation to self-directedness.","27816039"
"Characteristics of online compulsive buying in Parisian students.","25128635"
"Moderating effects of the family environment for parental mediation and pathological internet use in youths.","25531285"
"Prevalence of internet addiction, its association with psychological distress, coping strategies among undergraduate students.","31352247"
"Overview on brain function enhancement of Internet addicts through exercise intervention: Based on reward-execution-decision cycle.","36816421"
"Adolescent Internet addiction: testing the association between self-esteem, the perception of Internet attributes, and preference for online social interactions.","22703038"
"Internet addiction as an important predictor in early detection of adolescent drug use experience-implications for research and practice.","22227578"
"[Clinical characteristics of computer game and internet addiction in persons seeking treatment in an outpatient clinic for computer game addiction].","21432840"
"The role of self-esteem in Internet addiction within the context of comorbid mental disorders: Findings from a general population-based sample.","30585501"
"Aberrant corticostriatal functional circuits in adolescents with Internet addiction disorder.","26136677"
"An error-related negativity potential investigation of response monitoring function in individuals with internet addiction disorder.","24093009"
"Proposed diagnostic criteria for internet addiction.","20403001"
"Concurrent and predictive relationships between compulsive internet use and substance use: findings from vocational high school students in China and the USA.","22690154"
"Eye movement verification and evaluation of initial sandplay picture system for internet addiction symptoms in Chinese adolescents.","37455314"
"Psychometric evaluation of the Persian Internet Disorder Scale among adolescents.","30264609"
"Gray matter abnormalities in Internet addiction: a voxel-based morphometry study.","19926237"
"Cyber disorders: the mental health concern for the new millennium.","19178220"
"[Internet- and computer game addiction: phenomenology, comorbidity, etiology, diagnostics and therapeutic implications for the addictives and their relatives].","20597036"
"Comments from the Editors on the Special Issue ""Assessment and Treatment of Addictions: New Tools for Old Problems"".","31627454"
"Relationship Between Social Anxiety and Internet Addiction in Chinese College Students Controlling for the Effects of Physical Exercise, Demographic, and Academic Variables.","34421750"
"Behavioral Addictions as Mental Disorders: To Be or Not To Be?","29734827"
"Social and Psychological Effects of the Internet Use.","27041814"
"Evaluation of psychometric properties of the internet addiction scale in a sample of Turkish high school students.","20557252"
"The role of depressive symptoms and social support in the association of internet addiction with non-suicidal self-injury among adolescents: a cohort study in China.","37161436"
"Internet addiction-induced brain structure and function alterations: a systematic review and meta-analysis of voxel-based morphometry and resting-state functional connectivity studies.","36899209"
"How Does the Parent-Adolescent Relationship Affect Adolescent Internet Addiction? Parents' Distinctive Influences.","35747670"
"Association between Asthma and Internet Addiction Status in Korean Adolescents.","33717569"
"Internet addiction disorder and problematic use of Google Glass™ in patient treated at a residential substance abuse treatment program.","25306386"
"Prevalence and Pattern of Internet Addiction Among Adolescents in Ibadan, Nigeria: A Cross-Sectional Study.","35350489"
"Internet addiction among adolescents in Macau and mainland China: prevalence, demographics and quality of life.","33004842"
"Spanish version of the Phubbing Scale: Internet addiction, Facebook intrusion, and fear of missing out as correlates.","30353848"
"Socio-emotional ability, temperament and coping strategies associated with different use of Internet in Internet addiction.","29917199"
"Sex differences in addictive disorders.","24769267"
"What makes Internet addicts continue playing online even when faced by severe negative consequences? Possible explanations from an fMRI study.","23933447"
"Longitudinal relationship between problematic internet use with loneliness during and after COVID-19 social restrictions: Short title: Internet use and loneliness.","36905904"
"Psychological effects of cognitive behavioral therapy on internet addiction in adolescents: A systematic review protocol.","31977844"
"The Effect of Internet Addiction and Emotion Regulation on Trauma Reactions During the COVID-19 Pandemic in Adolescents With Anxiety Disorder.","35944259"
"Emotion Regulation Choice in Internet Addiction: Less Reappraisal, Lower Frontal Alpha Asymmetry.","34894803"
"Challenges of children and adolescents with attention-deficit/hyperactivity disorder during the COVID-19 pandemic.","34586933"
"Factors associated with the lifestyle of high school students from public schools.","31188971"
"Validation of the Internet Addiction Test in Students at a Pakistani Medical and Dental School.","28815479"
"Escapism among players of MMORPGs--conceptual clarification, its relation to mental health factors, and development of a new measure.","24003967"
"Relationship between Internet addiction, susceptible personality traits, and suicidal and self-harm ideation in Chinese adolescent students.","32750031"
"Investigation the relationship between internet dependence with anxiety and educational performance of high school students.","31867377"
"Brain Structures Associated with Internet Addiction Tendency in Adolescent Online Game Players.","29559931"
"Association between Internet addiction and depression in Thai medical students at Faculty of Medicine, Ramathibodi Hospital.","28319167"
"Internet addiction prevalence and quality of (real) life: a meta-analysis of 31 nations across seven world regions.","25489876"
"Nutrition Support Therapy.","29098678"
"A comparative study of uses of the Internet among college students with and without Internet addiction.","20229914"
"Non-suicidal Self-Injury Among Adolescents From Diverse Ethnocultural Groups in Israel: The Association With Sleep Problems and Internet Addiction.","35633814"
"Loneliness and problematic internet use: testing the role of interpersonal problems and motivation for internet use.","34507556"
"Exploratory Factor Analysis of Young's Internet Addiction Test Among Professionals from India: An Online Survey.","34349309"
"The Internet Game Use-Elicited Symptom Screen proved to be a valid tool for adolescents aged 10-19 years.","28940637"
"Brain structures and functional connectivity associated with individual differences in Internet tendency in healthy young adults.","25698637"
"Relationship of internet addiction severity with depression, anxiety, and alexithymia, temperament and character in university students.","23363230"
"Hyperfocus symptom and internet addiction in individuals with attention-deficit/hyperactivity disorder trait.","37009127"
"Internet addiction: hours spent online, behaviors and psychological symptoms.","22036735"
"Changes in the comorbidity patterns of negative emotional symptoms and Internet addiction over time among the first-year senior high school students: A one-year longitudinal study.","36029625"
"Associations Between Uncertainty Stress, Life Stress and Internet Addiction Among Medical Students.","35141191"
"The role of emotional inhibitory control in specific internet addiction - an fMRI study.","28174031"
"Prevalence and determinants of internet addiction among adults during the COVID-19 pandemic in Bangladesh: An online cross-sectional study.","35873537"
"Validation of the AUDIT scale and factors associated with alcohol use disorder in adolescents: results of a National Lebanese Study.","32393212"
"[Analysis on influence factors of health risk behaviors of Tujia and Miao adolescents in Xiangxi Area].","25997230"
"Poor sleep quality and suicide attempt among adults with internet addiction: A nationwide community sample of Korea.","28384238"
"Gaming addiction and screen time in a context of increase of internalizing symptoms: Moderation evaluation.","36062317"
"The Mental Health and Grade Point Average among College Students from Lower Socioeconomic Status Based on Healthcare Data Analysis.","34900179"
"The prevalence of problematic internet use among a sample of Egyptian adolescents and its psychiatric comorbidities.","33356734"
"Internet addiction at workplace and it implication for workers life style: Exploration from Southern India.","29275219"
"Treatment of internet addiction: a meta-analysis.","23354007"
"Massively multiplayer online role-playing game-induced seizures: a neglected health problem in Internet addiction.","16901249"
"Identifying Internet Addiction and Evaluating the Efficacy of Treatment Based on Functional Connectivity Density: A Machine Learning Study.","34220426"
"Internet Addiction and Relationships with Insomnia, Anxiety, Depression, Stress and Self-Esteem in University Students: A Cross-Sectional Designed Study.","27618306"
"Longitudinal psychosocial factors related to symptoms of Internet addiction among adults in early midlife.","27341513"
"The relationship of Internet addiction severity with Attention Deficit Hyperactivity Disorder symptoms in Turkish University students; impact of personality traits, depression and anxiety.","24374171"
"Difference in mental state between Internet-addicted and non-addicted Japanese undergraduates.","25415631"
"Psychosocial profile of Iranian adolescents' Internet addiction.","23614793"
"[Functional magnetic resonance imaging of brain of college students with internet addiction].","21937800"
"Prevalence and risk factors of problematic internet use and the associated psychological distress among graduate students of Bangladesh.","27942430"
"Predictive Effect of Internet Addiction and Academic Values on Satisfaction With Academic Performance Among High School Students in Mainland China.","35069391"
"Internet Addiction and Related Clinical Problems: A Study on Italian Young Adults.","33240160"
"Risk Factors of Internet Addiction among Internet Users: An Online Questionnaire Survey.","26462196"
"Addictions in patients with atopic dermatitis: a cross-sectional pilot study in Germany.","34585798"
"Prevalence of Behavioral Addictions and Their Relationship With Stress and Anxiety Among Medical Students in Saudi Arabia: A Cross-Sectional Study.","34484009"
"The relationship between delay discounting and Internet addiction: A systematic review and meta-analysis.","33310692"
"A study on the influence of internet addiction and online interpersonal influences on health-related quality of life in young Vietnamese.","28143462"
"Factors associated with group bullying and psychopathology in elementary school students using child-welfare facilities.","25897236"
"Parent-adolescent interaction and risk of adolescent internet addiction: a population-based study in Shanghai.","24731648"
"Comment on Kesici and Sahin (2009): measurement of negative consequences of Internet use.","20712182"
"A Mixture Modeling of the Predictors of Internet Addiction: Cognition and Dissociation.","36596295"
"Alterations in Amygdala Connectivity in Internet Addiction Disorder.","32047251"
"Regional contextual determinants of internet addiction among college students: a representative nationwide study of China.","29077834"
"Simple construct evaluation with latent class analysis: An investigation of Facebook addiction and the development of a short form of the Facebook Addiction Test (F-AT).","26931108"
"The Relationship between Impulsivity and Internet Addiction in Chinese College Students: A Moderated Mediation Analysis of Meaning in Life and Self-Esteem.","26171860"
"Adolescent online gambling in Cyprus: associated school performance and psychopathology.","24293015"
"Problematic internet use in Bangladeshi students: The role of socio-demographic factors, depression, anxiety, and stress.","31323534"
"Combined Use of Alcohol and the Internet: Associated Features.","31286818"
"Shared psychological characteristics that are linked to aggression between patients with Internet addiction and those with alcohol dependence.","24559036"
"Demographic characteristics, family environment and psychosocial factors affecting internet addiction in Chinese adolescents.","35901990"
"Internet behavior patterns of adolescents before, during, and after COVID-19 pandemic.","36440398"
"Prevalence of Internet Addiction and its Correlates Among Regular Undergraduate Medicine and Health Science Students at Ambo University. Cross-Sectional Study.","35250273"
"[Comparative evaluation of the EEG in adolescents with different risk of the Internet addiction living in the Northern and Southern regions].","35038847"
"Internet addiction and poor quality of life are significantly associated with suicidal ideation of senior high school students in Chongqing, China.","31531265"
"Personal characteristics related to the risk of adolescent internet addiction: a survey in Shanghai, China.","23259906"
"Psychometric property and measurement invariance of internet addiction test: the effect of socio-demographic and internet use variables.","35964103"
"Addiction Symptom Network of Young Internet Users: Network Analysis.","36355402"
"""Technology-mediated addictive behaviors constitute a spectrum of related yet distinct conditions: A network perspective"": Correction to Baggio et al. (2018).","30211582"
"Abnormal white matter integrity in adolescents with internet addiction disorder: a tract-based spatial statistics study.","22253926"
"Internet severity and activities addiction questionnaire (ISAAQ): Psychometrics of item response theory and clustering of online activities.","36702061"
"[Neurobiology of behavioral addictions].","23632569"
"Common comorbidities seen in adolescents with attention-deficit/hyperactivity disorder.","18822828"
