"Title","Author_Info","Journal_Year_Info"
"A latent profile approach for classifying internet gamers based on motives for online gaming.","Kim BN, et al.","J Behav Addict. 2023."
"Psychometric Properties of Three Simplified Chinese Online-Related Addictive Behavior Instruments Among Mainland Chinese Primary School Students.","Chen IH, et al.","Front Psychiatry. 2020."
"Brain Structures Associated with Internet Addiction Tendency in Adolescent Online Game Players.","Pan N, et al.","Front Psychiatry. 2018."
"An Overview of Structural Characteristics in Problematic Video Game Playing.","Griffiths MD, et al.","Curr Addict Rep. 2017."
"Effectiveness of Available Treatments for Gaming Disorders in Children and Adolescents: A Systematic Review.","Lampropoulou P, et al.","Cyberpsychol Behav Soc Netw. 2022."
"Applying fairness in labeling various types of internet use disorders. •","Elhai JD, et al.","J Behav Addict. 2020."
"Video Game Addictive Symptom Level, Use Intensity, and Hedonic Experience: Cross-sectional Questionnaire Study.","Walia B, et al.","JMIR Serious Games. 2022."
"Development and Validation of the Gaming Disorder Scale-Family Form.","Irmak AY, et al.","J Psychosoc Nurs Ment Health Serv. 2021."
"Maladaptive Personality Traits and Their Interaction with Outcome Expectancies in Gaming Disorder and Internet-Related Disorders.","Müller KW, et al.","Int J Environ Res Public Health. 2021."
"Precise estimates of gaming-related harm should guide regulation of gaming.","Starcevic V, et al.","J Behav Addict. 2018."
"Internet Addiction and Other Behavioral Addictions.","Jorgenson AG, et al.","Child Adolesc Psychiatr Clin N Am. 2016."
"Core and peripheral criteria of video game addiction in the game addiction scale for adolescents.","Brunborg GS, et al.","Cyberpsychol Behav Soc Netw. 2015."
"Multidimensional family therapy reduces problematic gaming in adolescents: A randomised controlled trial.","Nielsen P, et al.","J Behav Addict. 2021."
"May the passion be with you: The addictive potential of collectible card games, miniatures, and dice of the Star Wars universe.","Calvo F, et al.","J Behav Addict. 2018."
"Decreased functional connectivity between ventral tegmental area and nucleus accumbens in Internet gaming disorder: evidence from resting state functional magnetic resonance imaging.","Zhang JT, et al.","Behav Brain Funct. 2015."
"Not all games are created equal: Adolescents who play and spend money on simulated gambling games show greater risk for gaming disorder.","Hing N, et al.","Addict Behav. 2023."
"Parental marital conflict and internet gaming disorder among Chinese adolescents: The multiple mediating roles of deviant peer affiliation and teacher-student relationship.","Wang P, et al.","PLoS One. 2023."
"Mental health literacy of Internet gaming disorder and problematic smartphone use among Korean teenagers.","Jeon M, et al.","PLoS One. 2022."
"Gaming, substance use and distress within a cohort of online gamblers.","André F, et al.","J Public Health Res. 2021."
"Effect of the Frustration of Psychological Needs on Addictive Behaviors in Mobile Videogamers-The Mediating Role of Use Expectancies and Time Spent Gaming.","Chamarro A, et al.","Int J Environ Res Public Health. 2020."
"Maladaptive cognitions predict changes in problematic gaming in highly-engaged adults: A 12-month longitudinal study.","Forrest CJ, et al.","Addict Behav. 2017."
"Dysfunctional information processing during an auditory event-related potential task in individuals with Internet gaming disorder.","Park M, et al.","Transl Psychiatry. 2016."
"Symptoms, Mechanisms, and Treatments of Video Game Addiction.","Mohammad S, et al.","Cureus. 2023."
"Awareness and Potential Impacts of the Medicalization of Internet Gaming Disorder: Cross-sectional Survey Among Adolescents in China.","Yu Y, et al.","J Med Internet Res. 2021."
"Assessment of Criteria for Specific Internet-use Disorders (ACSID-11): Introduction of a new screening instrument capturing ICD-11 criteria for gaming disorder and other potential Internet-use disorders.","Müller SM, et al.","J Behav Addict. 2022."
"Video game addiction in children and teenagers in Taiwan.","Chiu SI, et al.","Cyberpsychol Behav. 2004."
"Treatment Considerations in Internet and Video Game Addiction: A Qualitative Discussion.","Greenfield DN.","Child Adolesc Psychiatr Clin N Am. 2018."
"Prevalence and factors associated with Internet gaming disorder among adolescents in Saudi Arabia: A cross-sectional study.","Alfaifi AJ, et al.","Medicine (Baltimore). 2022."
"The Association between Excessive Internet Gaming Behavior and Immersive Tendency, Mediated by Attention Deficit/Hyperactivity Disorder Symptoms, in Korean Male University Students.","Jung D, et al.","Psychiatry Investig. 2020."
"Development of an effective virtual environment in eliciting craving in adolescents and young adults with internet gaming disorder.","Shin YB, et al.","PLoS One. 2018."
"Effects of an online-based motivational intervention to reduce problematic internet use and promote treatment motivation in internet gaming disorder and internet use disorder (OMPRIS): study protocol for a randomised controlled trial.","Dieris-Hirche J, et al.","BMJ Open. 2021."
"A Bibliometric Analysis of Research into Internet Gaming Disorders in Korea.","Zhang MWB, et al.","Int J Environ Res Public Health. 2023."
"Internet gaming disorder and tobacco use disorder share neural connectivity patterns between the subcortical and the motor network.","Chen H, et al.","Hum Brain Mapp. 2023."
"The association of problematic use of social media and online videogames with aggression is mediated by insomnia severity: A cross-sectional study in a sample of 18- to 24-year-old individuals.","Bersani FS, et al.","Aggress Behav. 2022."
"A serotonin voltammetric biosensor composed of carbon nanocomposites and DNA aptamer.","Li J, et al.","Mikrochim Acta. 2021."
"Normative, passionate, or problematic? Identification of adolescent gamer subtypes over time.","Peeters M, et al.","J Behav Addict. 2019."
"The association between problematic online gaming and perceived stress: The moderating effect of psychological resilience.","Canale N, et al.","J Behav Addict. 2019."
"Policy and Prevention Approaches for Disordered and Hazardous Gaming and Internet Use: an International Perspective.","King DL, et al.","Prev Sci. 2018."
"Treatment with the Self-Discovery Camp (SDiC) improves Internet gaming disorder.","Sakuma H, et al.","Addict Behav. 2017."
"Prevalence of Internet Gaming Disorder and Its Association With Personality Traits and Gaming Characteristics Among Chinese Adolescent Gamers.","Liao Z, et al.","Front Psychiatry. 2020."
"The Association Between Gaming Practices and Scholastic Performance Among Medical Students in India: Case-Control Study.","Suryawanshi DM, et al.","JMIR Med Educ. 2021."
"The concept of recovery in gaming disorder: A scoping review.","Gavriel-Fried B, et al.","J Behav Addict. 2023."
"Neural correlates of problematic gaming in adolescents: A systematic review of structural and functional magnetic resonance imaging studies.","Schettler L, et al.","Addict Biol. 2022."
"Predicting Video Game Addiction Through the Dimensions of Consumer Video Game Engagement: Quantitative and Cross-sectional Study.","Abbasi AZ, et al.","JMIR Serious Games. 2021."
"Validation of a Chinese version of the short form of Metacognitions Questionnaire (MCQ-30).","Zhang MX, et al.","J Affect Disord. 2020."
"Stress System Response and Decision Making in Heavy Episodic Users of Alcohol and Online Video Games.","Gilbertson RJ, et al.","Subst Use Misuse. 2019."
"Trajectories of abstinence-induced Internet gaming withdrawal symptoms: A prospective pilot study.","Kaptsis D, et al.","Addict Behav Rep. 2016."
"Decreased prefrontal lobe interhemispheric functional connectivity in adolescents with internet gaming disorder: a primary study using resting-state FMRI.","Wang Y, et al.","PLoS One. 2015."
"The Internet Gaming Disorder Scale.","Lemmens JS, et al.","Psychol Assess. 2015."
"The Impact of Parental and Peer Attachment on Gaming Addiction among Out-of-School Adolescents in South Korea: The Mediating Role of Social Stigma.","Kim S, et al.","Int J Environ Res Public Health. 2022."
"Psychometric Assessment and Gender Invariance of the Polish Version of the Gaming Disorder Test.","Cudo A, et al.","Int J Ment Health Addict. 2022."
"Risk and protective factor profiles predict addictive behavior among adolescents.","Efrati Y.","Compr Psychiatry. 2023."
"Reliability of the fMRI-based assessment of self-evaluation in individuals with internet gaming disorder.","Bach P, et al.","Eur Arch Psychiatry Clin Neurosci. 2022."
"Development of Internet Addiction Scale Based on DSM-5 Diagnostic Criteria: An Evaluation in Terms of Internet Gaming Disorder.","Andiç S, et al.","Turk Psikiyatri Derg. 2021."
"Effects of a prevention intervention concerning screens, and video games in middle-school students: Influences on beliefs and use.","Bonnaire C, et al.","J Behav Addict. 2019."
"Performance of the DSM-5-based criteria for Internet addiction: A factor analytical examination of three samples.","Besser B, et al.","J Behav Addict. 2019."
"A longitudinal study on psychosocial causes and consequences of Internet gaming disorder in adolescence.","Wartberg L, et al.","Psychol Med. 2019."
"Is Neural Processing of Negative Stimuli Altered in Addiction Independent of Drug Effects? Findings From Drug-Naïve Youth with Internet Gaming Disorder.","Yip SW, et al.","Neuropsychopharmacology. 2018."
"Attentional bias in excessive Internet gamers: Experimental investigations using an addiction Stroop and a visual probe.","Jeromin F, et al.","J Behav Addict. 2016."
"Clinical Considerations in Internet and Video Game Addiction Treatment.","Greenfield DN.","Child Adolesc Psychiatr Clin N Am. 2022."
"Event-related brain response to visual cues in individuals with Internet gaming disorder: relevance to attentional bias and decision-making.","Kim BM, et al.","Transl Psychiatry. 2021."
"Personality and Psychological Factors of Problematic Internet Gamers Seeking Hospital Treatment.","Seong W, et al.","Front Psychiatry. 2019."
"Motives for online gaming questionnaire: Its psychometric properties and correlation with Internet gaming disorder symptoms among Chinese people.","Wu AM, et al.","J Behav Addict. 2017."
"Prevalence and Correlates of Internet Gaming Problem among Internet Users: Results from an Internet Survey.","Subramaniam M, et al.","Ann Acad Med Singap. 2016."
"Proton magnetic resonance spectroscopy (MRS) in individuals with internet gaming.","McGlade EC, et al.","Front Psychiatry. 2022."
"Decreased effective connection from the parahippocampal gyrus to the prefrontal cortex in Internet gaming disorder: A MVPA and spDCM study.","Wang Z, et al.","J Behav Addict. 2020."
"Polysubstance Use Is Positively Associated with Gaming Disorder Symptom Severity: A Latent Class Analytical Study.","Horváth Z, et al.","Eur Addict Res. 2022."
"The evolution of Internet addiction: A global perspective.","Griffiths MD, et al.","Addict Behav. 2016."
"Video game addiction and college performance among males: results from a 1 year longitudinal study.","Schmitt ZL, et al.","Cyberpsychol Behav Soc Netw. 2015."
"Differential Effects of Anxiety on Internet Gaming Disorder: A Large-Scale Cross-Sectional Survey.","Huang X, et al.","Front Psychiatry. 2022."
"A systematic review on the intersection of attention-deficit hyperactivity disorder and gaming disorder.","Dullur P, et al.","J Psychiatr Res. 2021."
"Draconian policy measures are unlikely to prevent disordered gaming.","Colder Carras M, et al.","J Behav Addict. 2021."
"Craving Behavior Intervention in Ameliorating College Students' Internet Game Disorder: A Longitudinal Study.","Deng LY, et al.","Front Psychol. 2017."
"Diagnostic Criteria for Problematic Internet Use among U.S. University Students: A Mixed-Methods Evaluation.","Li W, et al.","PLoS One. 2016."
"The development and psychometric evaluation of the Internet Disorder Scale (IDS-15).","Pontes HM, et al.","Addict Behav. 2017."
"An investigation into Video Game Addiction in Pre-Adolescents and Adolescents: A Cross-Sectional Study.","Esposito MR, et al.","Medicina (Kaunas). 2020."
"Role of conduct problems in the relation between Attention-Deficit Hyperactivity disorder, substance use, and gaming.","Schoenmacker GH, et al.","Eur Neuropsychopharmacol. 2020."
"A longitudinal study on the impact of Internet gaming disorder on self-perceived health, academic performance, and social life of first-year college students.","Benjet C, et al.","Am J Addict. 2023."
"Neural classification of internet gaming disorder and prediction of treatment response using a cue-reactivity fMRI task in young men.","Wang ZL, et al.","J Psychiatr Res. 2022."
"Sustained dysfunctional information processing in patients with Internet gaming disorder: 6-month follow-up ERP study.","Park M, et al.","Medicine (Baltimore). 2017."
"Associations between prospective symptom changes and slow-wave activity in patients with Internet gaming disorder: A resting-state EEG study.","Kim YJ, et al.","Medicine (Baltimore). 2017."
"Subtyping treatment-seeking gaming disorder patients.","Granero R, et al.","Addict Behav. 2021."
"Measurement instruments of online gaming disorder in adolescents and young people according to DSM-5 criteria: a systematic review.","Bernaldo-de-Quirós M, et al.","Adicciones. 2020."
"Common neurofunctional dysregulations characterize obsessive-compulsive, substance use, and gaming disorders-An activation likelihood meta-analysis of functional imaging studies.","Klugah-Brown B, et al.","Addict Biol. 2021."
"The association between the nicotinic acetylcholine receptor α4 subunit gene (CHRNA4) rs1044396 and Internet gaming disorder in Korean male adults.","Jeong JE, et al.","PLoS One. 2017."
"Changes of quality of life and cognitive function in individuals with Internet gaming disorder: A 6-month follow-up.","Lim JA, et al.","Medicine (Baltimore). 2016."
"Recovery Experiences Protect Emotionally Exhausted White-Collar Workers from Gaming Addiction.","Zhang MX, et al.","Int J Environ Res Public Health. 2022."
"Problematic smartphone use and specific problematic Internet uses among university students and associated predictive factors: a systematic review.","Sánchez-Fernández M, et al.","Educ Inf Technol (Dordr). 2022."
"Development and Validation of the Problematic Media Use Measure: A Parent Report Measure of Screen Media ""Addiction"" in Children.","Domoff SE, et al.","Psychol Pop Media Cult. 2019."
"Game Addiction Scale Assessment Through a Nationally Representative Sample of Young Adult Men: Item Response Theory Graded-Response Modeling.","Khazaal Y, et al.","J Med Internet Res. 2018."
"Comorbidity of Internet gaming disorder and alcohol use disorder: A focus on clinical characteristics and gaming patterns.","Na E, et al.","Am J Addict. 2017."
"A brief report on the relationship between self-control, video game addiction and academic achievement in normal and ADHD students.","Haghbin M, et al.","J Behav Addict. 2013."
"Examining the Indirect Effect of Online Gaming on Depression via Sleep Inequality and Anxiety-A Serial and Parallel Mediation Analysis.","Alshammari T, et al.","J Clin Med. 2022."
"Bihavioral Addictions in Childhood and Adolescence - Pandemic Knocking Door.","Bećirović E, et al.","Psychiatr Danub. 2020."
"Online Gaming Addiction and Basic Psychological Needs Among Adolescents: The Mediating Roles of Meaning in Life and Responsibility.","Kaya A, et al.","Int J Ment Health Addict. 2023."
"The Relationship of Internet Gaming Addiction and Suicidal Ideation among Adolescents: The Mediating Role of Negative Emotion and the Moderating Role of Hope.","Xie Y, et al.","Int J Environ Res Public Health. 2023."
"Structural Equation Modeling (SEM): Gaming Disorder Leading Untreated Attention-Deficit/Hyperactivity Disorder to Disruptive Mood Dysregulation.","Tzang RF, et al.","Int J Environ Res Public Health. 2022."
"Prevalence and Predictors of Video Game Addiction: A Study Based on a National Representative Sample of Gamers.","Wittek CT, et al.","Int J Ment Health Addict. 2016."
"Problematic internet use: A scoping review - longitudinal research on a contemporary social problem, 2006-2017.","Dahl D, et al.","Nordisk Alkohol Nark. 2020."
"Gaming patterns and related symptoms in adolescents using cluster analysis: Baseline results from the Internet User Cohort for Unbiased Recognition of Gaming Disorder in Early Adolescence (iCURE) study.","Jeong H, et al.","Environ Res. 2020."
"Sensation Seeking and Online Gaming Addiction in Adolescents: A Moderated Mediation Model of Positive Affective Associations and Impulsivity.","Hu J, et al.","Front Psychol. 2017."
"Internet gaming addiction: current perspectives.","Kuss DJ.","Psychol Res Behav Manag. 2013."
"A systematic review and meta-analysis on the clinical implications of probability discounting among individuals with Internet gaming disorder.","Chung W, et al.","Sci Rep. 2021."
"Self-Efficacy and Clinical Characteristics in Casual Gamers Compared to Excessive Gaming Users and Non-Gamers in Young Adults.","Chung SJ, et al.","J Clin Med. 2020."
"Application of Diagnostic Interview for Internet Addiction (DIA) in Clinical Practice for Korean Adolescents.","Ryu H, et al.","J Clin Med. 2019."
"Relational Victimization and Video Game Addiction among Female College Students during COVID-19 Pandemic: The Roles of Social Anxiety and Parasocial Relationship.","Niu G, et al.","Int J Environ Res Public Health. 2022."
"Development and Psychometric Evaluation of a DSM-V-Based Social Networking Site Use Disorder Test: The SNS-DT-10.","Sangchooli A, et al.","Psychol Rep. 2023."
"The Relationship between Internet Addiction, Internet Gaming and Anxiety among Medical Students in a Malaysian Public University during COVID-19 Pandemic.","Ismail N, et al.","Int J Environ Res Public Health. 2021."
"School-Related Risk Factors of Internet Use Disorders.","Kindt S, et al.","Int J Environ Res Public Health. 2019."
"The recognition of gaming disorder in China: a case series of 223 patients.","Shao T, et al.","PeerJ. 2021."
"Obsessive-compulsive, harm-avoidance and persistence tendencies in patients with gambling, gaming, compulsive sexual behavior and compulsive buying-shopping disorders/concerns.","Mestre-Bach G, et al.","Addict Behav. 2023."
"Classification of the risk of internet gaming disorder by flow short scale and cardiovascular response.","Lai YH, et al.","Annu Int Conf IEEE Eng Med Biol Soc. 2021."
"A nationwide survey of the prevalence and psychosocial correlates of internet addictive disorders in Taiwan.","Wu CY, et al.","J Formos Med Assoc. 2019."
"Problematic Use of the Internet Mediates the Association between Reduced Mentalization and Suicidal Ideation: A Cross-Sectional Study in Young Adults.","Bersani FS, et al.","Healthcare (Basel). 2022."
"Problematic gaming behaviour and health-related outcomes: A systematic review and meta-analysis.","Männikkö N, et al.","J Health Psychol. 2020."
"Substance use and addictive disorders in DSM-5 and ICD 10 and the draft ICD 11.","Saunders JB.","Curr Opin Psychiatry. 2017."
"Influence of an Esports Program on Problematic Gaming in Children with Autistic Spectrum Disorder: A Pilot Study.","Kawabe K, et al.","Behav Sci (Basel). 2022."
"Discordance between self-report and clinical diagnosis of Internet gaming disorder in adolescents.","Jeong H, et al.","Sci Rep. 2018."
"Video Games and COVID-19: How Do Lockdown And addiction Interact?","Tavormina MGM, et al.","Psychiatr Danub. 2021."
"Behavioral addictions in addiction medicine: from mechanisms to practical considerations.","Banz BC, et al.","Prog Brain Res. 2016."
"The cross-cultural expression of internet gaming distress in North America, Europe, and China.","Snodgrass JG, et al.","Addict Behav Rep. 2018."
"Prevalence and correlates of video and internet gaming addiction among Hong Kong adolescents: a pilot study.","Wang CW, et al.","ScientificWorldJournal. 2014."
"User-avatar bond profiles: How do they associate with disordered gaming?","Stavropoulos V, et al.","Addict Behav. 2020."
"Extended classifier system with continuous real-coded variables for feature extraction of instantaneous pulse-rate variability and respiration of individuals with gaming disorder.","Chi HM, et al.","Biomed Eng Online. 2021."
"Is video gaming, or video game addiction, associated with depression, academic achievement, heavy episodic drinking, or conduct problems?","Brunborg GS, et al.","J Behav Addict. 2014."
"Development and validation of a nine-item short screening test for ICD-11 gaming disorder (GAMES test) and estimation of the prevalence in the general young population.","Higuchi S, et al.","J Behav Addict. 2021."
"Emotional bias modification weakens game-related compulsivity and reshapes frontostriatal pathways.","Wu L, et al.","Brain. 2022."
"No Significant Changes in Addictive and Problematic Behaviors During the COVID-19 Pandemic and Related Lockdowns: A Three-Wave Longitudinal Study.","Koós M, et al.","Front Psychol. 2022."
"Aberrant structural network of comorbid attention deficit/hyperactivity disorder is associated with addiction severity in internet gaming disorder.","Kim M, et al.","Neuroimage Clin. 2020."
"The 2D:4D Marker and Different Forms of Internet Use Disorder.","Müller M, et al.","Front Psychiatry. 2017."
"Impaired Feedback Processing for Symbolic Reward in Individuals with Internet Game Overuse.","Kim J, et al.","Front Psychiatry. 2017."
"Attachment and behavioral addictions in adolescents: The mediating and moderating role of coping strategies.","Estevez A, et al.","Scand J Psychol. 2019."
"DSM-5 Internet gaming disorder among a sample of Mexican first-year college students.","Borges G, et al.","J Behav Addict. 2019."
"Game Addiction Scale for Adolescents-Psychometric Analyses of Gaming Behavior, Gender Differences and ADHD.","André F, et al.","Front Psychiatry. 2022."
"Prevalence of Internet Gaming Disorder in Medical Students: A Meta-Analysis.","Chiang CLL, et al.","Front Psychiatry. 2022."
"Effect of COVID-19 pandemic on internet gaming disorder among general population: A systematic review and meta-analysis.","Gopali L, et al.","PLOS Glob Public Health. 2023."
"The Relationship Between Behavioral Inhibition and Behavioral Activation Systems, Impulsiveness, and Internet Gaming Disorder Among Students of Different Ages.","Xiang H, et al.","Front Psychiatry. 2021."
"Treatment outcomes of a CBT-based group intervention for adolescents with Internet use disorders.","Szász-Janocha C, et al.","J Behav Addict. 2020."
"Is the Clinical Version of the Iowa Gambling Task Relevant for Assessing Choice Behavior in Cases of Internet Addiction?","Lin CH, et al.","Front Psychiatry. 2019."
"Cortical thickness abnormalities in late adolescence with online gaming addiction.","Yuan K, et al.","PLoS One. 2013."
"Online gaming addiction in children and adolescents: A review of empirical research.","Kuss DJ, et al.","J Behav Addict. 2012."
"Problematic Internet use two decades later: apps to wean us off apps.","Aboujaoude E.","CNS Spectr. 2019."
"Gaming and Religion: The Impact of Spirituality and Denomination.","Braun B, et al.","J Relig Health. 2016."
"Digital competence as a protective factor against gaming addiction in children and adolescents: A cross-sectional study in Hong Kong.","Tso WWY, et al.","Lancet Reg Health West Pac. 2022."
"Emotion dysregulation mediates the relationship between adverse childhood experiences and problematic gaming.","Kim HS, et al.","Addict Behav. 2023."
"Video game addiction, ADHD symptomatology, and video game reinforcement.","Mathews CL, et al.","Am J Drug Alcohol Abuse. 2019."
"Effects of Increasing the Negativity of Implicit Outcome Expectancies on Internet Gaming Impulsivity.","Hou S, et al.","Front Psychiatry. 2020."
"Internet addiction: reappraisal of an increasingly inadequate concept.","Starcevic V, et al.","CNS Spectr. 2017."
"Prevalence of gaming addiction and its impact on sleep quality: A cross-sectional study from Pakistan.","Zaman M, et al.","Ann Med Surg (Lond). 2022."
"The interplay between time spent gaming and disordered gaming: A large-scale world-wide study.","Pontes HM, et al.","Soc Sci Med. 2022."
"Generalised Versus Specific Internet Use-Related Addiction Problems: A Mixed Methods Study on Internet, Gaming, and Social Networking Behaviours.","Lopez-Fernandez O.","Int J Environ Res Public Health. 2018."
"Bullying Victimization and Problem Video Gaming: The Mediating Role of Externalizing and Internalizing Problems.","Richard J, et al.","Int J Environ Res Public Health. 2021."
"Impulsivity and Alexithymia in Virtual Worlds: A Study on Players of World of Warcraft.","Maganuco NR, et al.","Clin Neuropsychiatry. 2019."
"Dimensions of Emotional Intelligence and Online Gaming Addiction in Adolescence: The Indirect Effects of Two Facets of Perceived Stress.","Che D, et al.","Front Psychol. 2017."
"Internet Gaming Addiction: A Technological Hazard.","Sachdeva A, et al.","Int J High Risk Behav Addict. 2015."
"A preliminary study into internet related addictions among adults with dyslexia.","Kumar S, et al.","PLoS One. 2023."
"How can we conceptualize behavioural addiction without pathologizing common behaviours?","Kardefelt-Winther D, et al.","Addiction. 2017."
"[Gambling and Internet habits in a French population with addictive disorders seeking treatment: a multicentric study].","Lever D, et al.","Encephale. 2021."
"[Video game and internet addiction. The current state of research].","Rehbein F, et al.","Nervenarzt. 2013."
"Brain activities associated with gaming urge of online gaming addiction.","Ko CH, et al.","J Psychiatr Res. 2009."
"Impulsivity, Self-control, Interpersonal Influences, and Maladaptive Cognitions as Factors of Internet Gaming Disorder Among Adolescents in China: Cross-sectional Mediation Study.","Yu Y, et al.","J Med Internet Res. 2021."
"Clinical Characteristics of Diagnosis for Internet Gaming Disorder: Comparison of DSM-5 IGD and ICD-11 GD Diagnosis.","Jo YS, et al.","J Clin Med. 2019."
"Is Video Game Addiction Real?","Rosenberg K.","Am J Nurs. 2020."
"Will esports result in a higher prevalence of problematic gaming? A review of the global situation.","Chung T, et al.","J Behav Addict. 2019."
"Online gaming addiction: the role of sensation seeking, self-control, neuroticism, aggression, state anxiety, and trait anxiety.","Mehroof M, et al.","Cyberpsychol Behav Soc Netw. 2010."
"News Feature: Is video game addiction really an addiction?","Zastrow M.","Proc Natl Acad Sci U S A. 2017."
"Gaming and Social Media Addiction in University Students: Sex Differences, Suitability of Symptoms, and Association With Psychosocial Difficulties.","Burén J, et al.","Front Psychiatry. 2021."
"Functional magnetic resonance imaging of internet addiction in young adults.","Sepede G, et al.","World J Radiol. 2016."
"Association between adolescents' problematic online behaviors and self-harm risk.","Lan YT, et al.","J Affect Disord. 2022."
"Machine-Learning-Based Detection of Craving for Gaming Using Multimodal Physiological Signals: Validation of Test-Retest Reliability for Practical Use.","Kim H, et al.","Sensors (Basel). 2019."
"Correction for Zastrow, News Feature: Is video game addiction really an addiction?","[No authors listed]","Proc Natl Acad Sci U S A. 2017."
"Interpersonal dependency and online gaming addiction.","Škařupová K, et al.","J Behav Addict. 2016."
"Empirical Relationships between Problematic Alcohol Use and a Problematic Use of Video Games, Social Media and the Internet and Their Associations to Mental Health in Adolescence.","Wartberg L, et al.","Int J Environ Res Public Health. 2020."
"A brief psychological overview of disordered gaming.","Kircaburun K, et al.","Curr Opin Psychol. 2020."
"Predictors of Spontaneous Remission of Problematic Internet Use in Adolescence: A One-Year Follow-Up Study.","Wartberg L, et al.","Int J Environ Res Public Health. 2020."
"A primary care pediatrician's guide to assessing problematic interactive media use.","Nereim C, et al.","Curr Opin Pediatr. 2019."
"[Internet addiction].","Nakayama H, et al.","Nihon Rinsho. 2015."
"Internet and gaming addiction: a systematic literature review of neuroimaging studies.","Kuss DJ, et al.","Brain Sci. 2012."
"[Is video game addiction a reality ?].","Thorens G, et al.","Rev Med Suisse. 2016."
"Research progress and debates on gaming disorder.","Wang Q, et al.","Gen Psychiatr. 2019."
"Reinforcing Relationships Between Gaming Disorder and Aggression and Intrusive Parenting Across 4 Years.","Kim J, et al.","Cyberpsychol Behav Soc Netw. 2023."
"Proactive and reactive inhibitory control are differently affected by video game addiction: An event-related potential study.","Fathi M, et al.","Brain Behav. 2022."
"A randomized controlled trial to assess effectiveness of GamE- an e-Health intervention to self-manage gaming with an aim to prevent gaming disorder.","Balhara YPS, et al.","Asian J Psychiatr. 2023."
"Systematic literature review online gaming addiction among children and young adults: A framework and research agenda.","Rosendo-Rios V, et al.","Addict Behav. 2022."
"Gaming disorder and stigma-related judgements of gaming individuals: An online randomized controlled trial.","Galanis CR, et al.","Addiction. 2023."
"Identifying video game addiction in children and adolescents.","Fisher S.","Addict Behav. 1994."
"Attachment and emotion regulation in substance addictions and behavioral addictions.","Estévez A, et al.","J Behav Addict. 2017."
"Clinical neuropsychiatric considerations regarding nonsubstance or behavioral addictions.","Potenza MN.","Dialogues Clin Neurosci. 2017."
"The OAuth 2.0 Web Authorization Protocol for the Internet Addiction Bioinformatics (IABio) Database.","Choi J, et al.","Genomics Inform. 2016."
"Commentary on: Are we overpathologizing everyday life? A tenable blueprint for behavioral addiction research. Problems with atheoretical and confirmatory research approaches in the study of behavioral addictions.","Kardefelt-Winther D.","J Behav Addict. 2015."
"The directionality of anxiety and gaming disorder: An exploratory analysis of longitudinal data from an Australian youth population.","Kim S, et al.","Front Psychiatry. 2022."
"Perceptions of School Climate and Internet Gaming Addiction among Chinese Adolescents: The Mediating Effect of Deviant Peer Affiliation.","Zou H, et al.","Int J Environ Res Public Health. 2022."
"The Relationship Between Childhood Trauma, Pathological Dissociation, and Behavioral Addictions in Young Adults: Findings from a Cross-Sectional Study.","Imperatori C, et al.","J Trauma Dissociation. 2023."
"Asphyxiophilic death due to masochistic behaviour in a video game addict teen: A case report and reviews.","Singh BK, et al.","Med Leg J. 2023."
"Increasing important roles of child and adolescent psychiatrists in the treatment of gaming disorder: Current status in Japan.","Tateno M, et al.","Front Psychiatry. 2022."
"Gaming disorder among medical college students from India: Exploring the pattern and correlates.","Singh S, et al.","Ind Psychiatry J. 2019."
"Gaming-addicted teens identify more with their cyber-self than their own self: Neural evidence.","Choi EJ, et al.","Psychiatry Res Neuroimaging. 2018."
"The Internet's effect on personality traits: An important casualty of the ""Internet addiction"" paradigm.","Aboujaoude E.","J Behav Addict. 2017."
"Disordered gambling: the evolving concept of behavioral addiction.","Clark L.","Ann N Y Acad Sci. 2014."
"Gender differences and related factors affecting online gaming addiction among Taiwanese adolescents.","Ko CH, et al.","J Nerv Ment Dis. 2005."
"Video game addiction test: validity and psychometric characteristics.","van Rooij AJ, et al.","Cyberpsychol Behav Soc Netw. 2012."
"CBT Curbs Internet and Gaming Addiction.","Slomski A.","JAMA. 2019."
"Development and validation of the resource loss due to reduction in gaming time scale among adolescent internet gamers in China.","Yu Y, et al.","Addict Behav. 2023."
"Persistence in Problematic Internet Use-A Systematic Review and Meta-Analysis.","Dahl D, et al.","Front Sociol. 2020."
"Can Heart Rate Variability be Viewed as a Biomarker of Problematic Internet Use? A Systematic Review and Meta-Analysis.","Cheng YC, et al.","Appl Psychophysiol Biofeedback. 2023."
"Biochemical Correlates of Video Game Use: From Physiology to Pathology. A Narrative Review.","Carpita B, et al.","Life (Basel). 2021."
"The Association of Problematic Online Gaming Behavior With Mental Well-Being and Depressive Symptoms Among Students of Professional Colleges in Rishikesh.","Chandra R, et al.","Cureus. 2022."
"Effectiveness of school- and family-based interventions to prevent gaming addiction among grades 4-5 students in Bangkok, Thailand.","Apisitwasana N, et al.","Psychol Res Behav Manag. 2018."
"Internet gaming addiction.","Sattar P, et al.","Can J Psychiatry. 2004."
"Internet-Based Self-Assessment for Symptoms of Internet Use Disorder-Impact of Gender, Social Aspects, and Symptom Severity: German Cross-sectional Study.","Dieris-Hirche J, et al.","J Med Internet Res. 2023."
