"Title","Author_Info","Journal_Year_Info"
"Recent developments in alcoholism:psychodynamic approaches.","Brehm N, et al.","Recent Dev Alcohol. 1993."
"The Rotter I-E scale as a predictor of relapse in a population of compulsive gamblers.","Johnson EE, et al.","Psychol Rep. 1992."
"Prevalence estimates of pathological gambling in Seville (Spain).","Legarda JJ, et al.","Br J Addict. 1992."
"Treatment of pathological gambling with clomipramine.","Hollander E, et al.","Am J Psychiatry. 1992."
"The epidemiology and differential diagnosis of obsessive compulsive disorder.","Rasmussen SA, et al.","J Clin Psychiatry. 1992."
"The gambling market in the Federal Republic of Germany and the helpseeking of pathological gamblers.","Meyer G.","J Gambl Stud. 1992."
"[Changes in the German psychiatric drug dependence definition].","Kellermann B.","Nervenarzt. 1991."
"Follow-up of male pathological gamblers after treatment: The relationship of intellectual variables to relapse.","McCormick RA, et al.","J Gambl Stud. 1991."
"Pathological gambling: A review of the literature (prepared for the American Psychiatric Association task force on DSM-IV committee on disorders of impulse control not elsewhere classified).","Lesieur HR, et al.","J Gambl Stud. 1991."
"[Classification of gamblers from self-help groups using cluster analysis].","Meyer G.","Z Klin Psychol Psychopathol Psychother. 1991."
"Smart money.","Rick.","J Gambl Stud. 1990."
"Hot-headed or impulsive?","Kennedy HG, et al.","Br J Addict. 1990."
"CSF galanin in alcoholics, pathological gamblers, and normal controls: a negative report.","Roy A, et al.","Biol Psychiatry. 1990."
"Pathological gambling treated with cognitive behavior therapy: a case report.","Toneatto T, et al.","Addict Behav. 1990."
"Anxiety and/or depression in the pathogenesis of addictive gambling.","Blaszczynski A, et al.","Int J Addict. 1989."
"Plasma cortisol and depression in pathological gamblers.","Ramirez LF, et al.","Br J Psychiatry. 1988."
"Attributional style in pathological gamblers in treatment.","McCormick RA, et al.","J Abnorm Psychol. 1988."
"Charter/Las Vegas offers program for compulsive gamblers.","[No authors listed]","Rev Fed Am Health Syst. 1988."
"Pathological gambling. A psychobiological study.","Roy A, et al.","Arch Gen Psychiatry. 1988."
"Is compulsive gambling really a disease?","Vatz RE, et al.","Postgrad Med. 1987."
"The South Oaks Gambling Screen (SOGS): a new instrument for the identification of pathological gamblers.","Lesieur HR, et al.","Am J Psychiatry. 1987."
"Follow-up of pathological gamblers after treatment.","Taber JI, et al.","Am J Psychiatry. 1987."
"Pathological gambling and major affective disorder: preliminary findings.","Linden RD, et al.","J Clin Psychiatry. 1986."
"[Dependence on gambling].","Meyer G.","Z Klin Psychol Psychopathol Psychother. 1986."
"Alcoholism, drug abuse, and gambling.","Lesieur HR, et al.","Alcohol Clin Exp Res. 1986."
"An outcome study of an inpatient treatment program for pathological gamblers.","Russo AM, et al.","Hosp Community Psychiatry. 1984."
"Compulsive gambling and the ""survivor syndrome"".","Niederland WG.","Am J Psychiatry. 1984."
"Affective disorders among pathological gamblers seeking treatment.","McCormick RA, et al.","Am J Psychiatry. 1984."
"Lithium and lady luck; use of lithium carbonate in compulsive gambling.","Moskowitz JA.","N Y State J Med. 1980."
"The treatment of compulsive gambling.","Lester D.","Int J Addict. 1980."
"Compulsive gambling and the family.","Pokorny MR.","Br J Med Psychol. 1972."
"Treatment of compulsive gamblers by electrical aversion.","Seager CP.","Br J Psychiatry. 1970."
"Aversion therapy for compulsive gambling.","Miller ME, et al.","Nurs Mirror Midwives J. 1968."
"Treatment of compulsive gambling.","Bolen DW.","Lancet. 1968."
"Treatment of compulsive gambling.","Barker JC, et al.","Lancet. 1968."
"Compulsive gambler.","[No authors listed]","Br Med J. 1968."
"Pathological Gambling.","[No authors listed]","Br Med J. 1965."
"Individuals with problem gambling and obsessive-compulsive disorder learn through distinct reinforcement mechanisms.","Suzuki S, et al.","PLoS Biol. 2023."
"Clinical Indications of Memantine in Psychiatry-Science or Art?","Aljuwaiser M, et al.","Psychopharmacol Bull. 2023."
"Impulse control disorders in hyperprolactinemic patients on dopamine agonist therapy.","Hamidianjahromi A, et al.","Rev Endocr Metab Disord. 2022."
"Prevalence and types of video gaming and gambling activities among adolescent public school students: findings from a cross-sectional study in Italy.","Cena L, et al.","Ital J Pediatr. 2022."
"Problem Gambling Poker Players: Do They Fit into Blaszczynski and Nower's Pathways Model?","Barrault S, et al.","J Gambl Stud. 2023."
"Proneness to Alcohol use Disorder or Pathological Gambling as Differentially Determined by Early Parental and Personality Factors.","Perunicic-Mladenovic I, et al.","J Gambl Stud. 2022."
"[Behavioral Addictions in Psychosomatic Care].","Wölfling K, et al.","Psychother Psychosom Med Psychol. 2022."
"When is it time to stop? When good enough becomes bad enough.","Abramovitch H.","J Anal Psychol. 2021."
"Addictions in patients with atopic dermatitis: a cross-sectional pilot study in Germany.","Pilz AC, et al.","J Eur Acad Dermatol Venereol. 2022."
"Assessing the mediating role of impulsivity between methamphetamine-induced psychotic disorders and increased gambling severity in methamphetamine-dependent individuals.","Dong H, et al.","Eur Arch Psychiatry Clin Neurosci. 2022."
"Alexithymia and Emotion Regulation Strategies in Adolescent Gamblers with and Without At-Risk Profiles.","Estévez A, et al.","J Gambl Stud. 2022."
"The role of repetitive transcranial magnetic stimulation (rTMS) in the treatment of behavioral addictions: Two case reports and review of the literature.","Cuppone D, et al.","J Behav Addict. 2021."
"Review of the Application of EMDR Therapy in the Treatment of Pathological Gambling - Case Report.","Hasanović M, et al.","Psychiatr Danub. 2021."
"The neural substrates of risky rewards and losses in healthy volunteers and patient groups: a PET imaging study.","Skandali N, et al.","Psychol Med. 2022."
"Young people and gambling: an empirical research.","Treglia E.","Clin Ter. 2021."
"Impulsiveness and cyclothymic traits of affective temperament as predictors of risky gambling behavior.","Turek A, et al.","Psychiatr Pol. 2020."
"Schizophrenia symptom severity and motivations for gambling in individuals with schizophrenia or schizoaffective disorder.","Fortgang RG, et al.","Psychiatry Res. 2020."
"Parkinson's disease polygenic risk score is not associated with impulse control disorders: A longitudinal study.","Ihle J, et al.","Parkinsonism Relat Disord. 2020."
"In Search of Reward Deficiency Syndrome (RDS)-free Controls: The ""Holy Grail"" in Genetic Addiction Risk Testing.","Blum K, et al.","Curr Psychopharmacol. 2020."
"Gambling formats, involvement, and problem gambling: which types of gambling are more risky?","Mazar A, et al.","BMC Public Health. 2020."
"An investigation into Video Game Addiction in Pre-Adolescents and Adolescents: A Cross-Sectional Study.","Esposito MR, et al.","Medicina (Kaunas). 2020."
"Shared gray matter alterations in individuals with diverse behavioral addictions: A voxel-wise meta-analysis.","Qin K, et al.","J Behav Addict. 2020."
"Comparative Tolerability of Dopamine D2/3 Receptor Partial Agonists for Schizophrenia.","Keks N, et al.","CNS Drugs. 2020."
"The neurochemical substrates of habitual and goal-directed control.","Voon V, et al.","Transl Psychiatry. 2020."
"Basolateral amygdala - nucleus accumbens circuitry regulates optimal cue-guided risk/reward decision making.","van Holstein M, et al.","Prog Neuropsychopharmacol Biol Psychiatry. 2020."
"Cognitive Distortions of Patients in the Gambling Addicts' Club - Differences with Regard to Age and Length of Treatment.","Stojnić D, et al.","Psychiatr Danub. 2019."
"Gambling Problems and Alexithymia: A Systematic Review.","Marchetti D, et al.","Brain Sci. 2019."
"Addiction beyond pharmacological effects: The role of environment complexity and bounded rationality.","Ognibene D, et al.","Neural Netw. 2019."
"Early pathological gambling in co-occurrence with semantic variant primary progressive aphasia: a case report.","Battista P, et al.","Clin Interv Aging. 2019."
"Dopamine Agonist-Induced Impulse Control Disorders in Patients With Prolactinoma: A Cross-Sectional Multicenter Study.","Dogansen SC, et al.","J Clin Endocrinol Metab. 2019."
"Creativity related to dopaminergic treatment: A multicenter study.","Garcia-Ruiz PJ, et al.","Parkinsonism Relat Disord. 2019."
"Nancy M. Petry (1968-2018).","Roll J.","Am Psychol. 2019."
"Dopamine metabolism of the nucleus accumbens and fronto-striatal connectivity modulate impulse control.","Hammes J, et al.","Brain. 2019."
"[Addictions].","Daeppen JB, et al.","Rev Med Suisse. 2019."
"Wait and you shall see: sexual delay discounting in hypersexual Parkinson's disease.","Girard R, et al.","Brain. 2019."
"Locating gambling problems across a continuum of severity: Rasch analysis of the Quinte Longitudinal Study (QLS).","Cowlishaw S, et al.","Addict Behav. 2019."
"Impulse Control Disorders and Dopamine-Related Creativity: Pathogenesis and Mechanism, Short Review, and Hypothesis.","Garcia-Ruiz PJ.","Front Neurol. 2018."
"Distinct Response Inhibition Patterns in Obsessive Compulsive Disorder Patients and Pathological Gamblers.","Kertzman SG, et al.","Front Psychiatry. 2018."
"Suggestive association between OPRM1 and impulse control disorders in Parkinson's disease.","Cormier-Dequaire F, et al.","Mov Disord. 2018."
"Dopaminergic influences on risk preferences of Parkinson's disease patients.","Kobayashi S, et al.","Cogn Affect Behav Neurosci. 2019."
"The importance of friends and family to recreational gambling, at-risk gambling, and problem gambling.","Mazar A, et al.","BMC Public Health. 2018."
"Dopamine synthesis capacity correlates with µ-opioid receptor availability in the human basal ganglia: A triple-tracer PET study.","Majuri J, et al.","Neuroimage. 2018."
"The protective role of religiosity against problem gambling: findings from a five-year prospective study.","Mutti-Packer S, et al.","BMC Psychiatry. 2017."
"Biochemical Diagnosis in Substance and Non-substance Addiction.","Shen W, et al.","Adv Exp Med Biol. 2017."
"Definition of Substance and Non-substance Addiction.","Zou Z, et al.","Adv Exp Med Biol. 2017."
"Long-term effects of internet-supported cognitive behaviour therapy.","Andersson G, et al.","Expert Rev Neurother. 2018."
"Safety and Efficacy of Theta-Burst Stimulation in the Treatment of Psychiatric Disorders: A Review of the Literature.","Rachid F.","J Nerv Ment Dis. 2017."
"Serotonin transporter density in binge eating disorder and pathological gambling: A PET study with [11C]MADAM.","Majuri J, et al.","Eur Neuropsychopharmacol. 2017."
"Opioid receptor antagonists in the treatment of pathological gambling.","Coppola M, et al.","J Opioid Manag. 2017."
"The rise and fall of impulse control behavior disorders.","Cossu G, et al.","Parkinsonism Relat Disord. 2018."
"[Is video game addiction a reality ?].","Thorens G, et al.","Rev Med Suisse. 2016."
"One-Year Prospective Study on Passion and Gambling Problems in Poker Players.","Morvannou A, et al.","J Gambl Stud. 2018."
"The relationship between gambling expenditure, socio-demographics, health-related correlates and gambling behaviour-a cross-sectional population-based survey in Finland.","Castrén S, et al.","Addiction. 2018."
"Episodic Tags Enhance Striatal Valuation Signals during Temporal Discounting in pathological Gamblers.","Wiehler A, et al.","eNeuro. 2017."
"Magical thinking and decision-making strategies among late adolescent regular gamblers: A mediation model.","Passanisi A, et al.","J Adolesc. 2017."
"Prevalence of pathological gambling in patients with alcohol dependence syndrome attending a tertiary care center in South India.","Raghavan V.","Asian J Psychiatr. 2017."
"[Alexithymia and Pathological Gambling: The Mediating Role of Difficulties in Emotion Regulation].","Elmas HG, et al.","Turk Psikiyatri Derg. 2017."
"Adaptive and Maladaptive Coping Strategies in Adult Pathological Gamblers and Their Mediating Role with Anxious-Depressive Symptomatology.","Jauregui P, et al.","J Gambl Stud. 2017."
"Relationships Between Perceived Family Gambling and Peer Gambling and Adolescent Problem Gambling and Binge-Drinking.","Zhai ZW, et al.","J Gambl Stud. 2017."
"Neuropsychiatric symptoms in patients with Parkinson's disease.","Kashihara K.","Nihon Rinsho. 2017."
"Genetic and Modeling Approaches Reveal Distinct Components of Impulsive Behavior.","Nautiyal KM, et al.","Neuropsychopharmacology. 2017."
"Aripiprazole: impulse control disorders. Pathological gambling.","[No authors listed]","Prescrire Int. 2016."
"Problem gambling worldwide: An update and systematic review of empirical research (2000-2015).","Calado F, et al.","J Behav Addict. 2016."
"Is the Gambling Motives Questionnaire really three-dimensional? A proposition of a four-dimensional Gambling Motives Questionnaire - Revised.","Myrseth H, et al.","Addict Behav. 2017."
"Pathological gambling: a behavioral addiction.","Mann K, et al.","World Psychiatry. 2016."
"Association Between Gambling and Exposure to Guns Among Cocaine-Using Women.","Vaddiparti K, et al.","Violence Gend. 2016."
"Linking cognitive abilities with the propensity for risk-taking: the balloon analogue risk task.","Capone F, et al.","Neurol Sci. 2016."
"Gambling and Problem Gambling among Canadian Urban Aboriginals.","Williams RJ, et al.","Can J Psychiatry. 2016."
"Contrived motivating operations alter delay-discounting values of disordered gamblers.","Dixon MR, et al.","J Appl Behav Anal. 2016."
"Pathological Gambling and Associated Drug and Alcohol Abuse, Emotion Regulation, and Anxious-Depressive Symptomatology.","Jauregui P, et al.","J Behav Addict. 2016."
"Genome-wide association study of pathological gambling.","Lang M, et al.","Eur Psychiatry. 2016."
"Neurocognitive Deficits Associated with Antisocial Personality Disorder in Non-treatment-seeking Young Adults.","Chamberlain SR, et al.","J Am Acad Psychiatry Law. 2016."
"Pathological gambling: a review of the neurobiological evidence relevant for its classification as an addictive disorder.","Fauth-Bühler M, et al.","Addict Biol. 2017."
"Inactivation of the orbitofrontal cortex reduces irrational choice on a rodent Betting Task.","Barrus MM, et al.","Neuroscience. 2017."
"Reward Preferences of Pathological Gamblers Under Conditions of Uncertainty: An Experimental Study.","Ciccarelli M, et al.","J Gambl Stud. 2016."
"Compulsivity in obsessive-compulsive disorder and addictions.","Figee M, et al.","Eur Neuropsychopharmacol. 2016."
"Frontal cortex gray matter volume alterations in pathological gambling occur independently from substance use disorder.","Zois E, et al.","Addict Biol. 2017."
"[Predictors and modifiers of impulse control disorders in Parkinson`s disease].","Sapronova MR, et al.","Zh Nevrol Psikhiatr Im S S Korsakova. 2016."
"Heterogeneity of Loss Aversion in Pathological Gambling.","Takeuchi H, et al.","J Gambl Stud. 2016."
"Blunted Endogenous Opioid Release Following an Oral Amphetamine Challenge in Pathological Gamblers.","Mick I, et al.","Neuropsychopharmacology. 2016."
"Commentary on: Are we overpathologizing everyday life? A tenable blueprint for behavioral addiction research.","Blaszczynski A.","J Behav Addict. 2015."
"Refining Measures for Assessing Problematic/Addictive Digital Gaming Use in Clinical and Research Settings.","Faust K, et al.","Behav Sci (Basel). 2015."
"Dopamine D3 receptor-preferring agonist enhances the subjective effects of cocaine in humans.","Newton TF, et al.","Psychiatry Res. 2015."
"New Onset of Compulsive Gambling Associated With Modafinil: A Case Report.","George WT, et al.","Prim Care Companion CNS Disord. 2015."
"Patterns and trends in gambling participation in the Quebec population between 2009 and 2012.","Kairouz S, et al.","Can J Public Health. 2015."
"[Play behavior in people with various degrees of pathological gambling risk].","Prilutskaya MV, et al.","Zh Nevrol Psikhiatr Im S S Korsakova. 2015."
"Suicide Ideations, Suicide Attempts, and Completed Suicide in Persons with Pathological Gambling and Their First-Degree Relatives.","Black DW, et al.","Suicide Life Threat Behav. 2015."
"[Qualitative evaluation of TAMARPP, the relapse prevention program for substance abusers at the Mental Health and Welfare Center].","Taniai T, et al.","Nihon Arukoru Yakubutsu Igakkai Zasshi. 2014."
"Suicidal ideation and suicide attempts in five groups with different severities of gambling: Findings from the National Epidemiologic Survey on Alcohol and Related Conditions.","Moghaddam JF, et al.","Am J Addict. 2015."
"Repetitive transcranial magnetic stimulation to treat substance use disorders and compulsive behavior.","Protasio MI, et al.","CNS Neurol Disord Drug Targets. 2015."
"Pet killing as a manifestation of impulse control disorder secondary to pramipexol.","Micheli F, et al.","Clin Neuropharmacol. 2015."
"Masochism and pathological gambling.","Rosenthal RJ.","Psychodyn Psychiatry. 2015."
"[Adolescent pathological gambling].","Petit A, et al.","Arch Pediatr. 2015."
"The neural basis of impulsive discounting in pathological gamblers.","Miedl SF, et al.","Brain Imaging Behav. 2015."
"[Mediating role of emotional regulation between impulsive behavior in gambling, Internet and videogame abuse, and dysfunctional symptomatology in young adults and adolescents].","Estévez Gutiérrez A, et al.","Adicciones. 2014."
"Dopaminergic function and intertemporal choice.","Joutsa J, et al.","Transl Psychiatry. 2015."
"Predicting treatment failure in pathological gambling: the role of personality traits.","Ramos-Grille I, et al.","Addict Behav. 2015."
"Associations between Antisocial Personality Disorder and Sex on Discounting Rates.","Andrade LF, et al.","Psychol Rec. 2014."
"[Migration and Addiction Services--Utilization Among People with a Migration Background].","Rommel A, et al.","Psychiatr Prax. 2016."
"Reports of pathological gambling, hypersexuality, and compulsive shopping associated with dopamine receptor agonist drugs.","Moore TJ, et al.","JAMA Intern Med. 2014."
"Factors Associated with Suicide and Bankruptcy in Japanese Pathological Gamblers.","Komoto Y.","Int J Ment Health Addict. 2014."
"Role of ionotropic glutamate receptors in delay and probability discounting in the rat.","Yates JR, et al.","Psychopharmacology (Berl). 2015."
"Translational research into intertemporal choice: the Western scrub-jay as an animal model for future-thinking.","Thom JM, et al.","Behav Processes. 2015."
"Deficits in behavioural inhibition in substance abuse and addiction: a meta-analysis.","Smith JL, et al.","Drug Alcohol Depend. 2014."
"A Gamblers Clustering Based on Their Favorite Gambling Activity.","Challet-Bouju G, et al.","J Gambl Stud. 2015."
"[The characteristics of and social support for pathological gamblers among ""pachinko"" or ""slot"" users in Japan].","Kumagami T.","Seishin Shinkeigaku Zasshi. 2014."
"Differences between early-onset pathological gambling and later-onset pathological gambling: data from the National Epidemiologic Survey on Alcohol and Related Conditions (NESARC).","Verdura Vizcaíno EJ, et al.","Addiction. 2014."
"Increased risk of impulse control symptoms in Parkinson's disease with REM sleep behaviour disorder.","Fantini ML, et al.","J Neurol Neurosurg Psychiatry. 2015."
"Bet on sleep for the understanding of pathological gambling.","Tufik SB, et al.","J Psychiatr Res. 2014."
"A new approach to assess gambling-like behavior in laboratory rats: using intracranial self-stimulation as a positive reinforcer.","Tedford SE, et al.","Front Behav Neurosci. 2014."
"Stages of change, clinical presentation, retention, and treatment outcomes in treatment-seeking outpatient problem gambling clients.","Soberay AD, et al.","Psychol Addict Behav. 2014."
"An 8-week stress management program in pathological gamblers: a pilot randomized controlled trial.","Linardatou C, et al.","J Psychiatr Res. 2014."
"The role of dopamine in risk taking: a specific look at Parkinson's disease and gambling.","Clark CA, et al.","Front Behav Neurosci. 2014."
"Prefrontal control and internet addiction: a theoretical model and review of neuropsychological and neuroimaging findings.","Brand M, et al.","Front Hum Neurosci. 2014."
"Gambling in Brazil: a call for an open debate.","Tavares H.","Addiction. 2014."
"Abstinence versus Moderation Goals in Brief Motivational Treatment for Pathological Gambling.","Stea JN, et al.","J Gambl Stud. 2015."
"Endogenous cortisol levels are associated with an imbalanced striatal sensitivity to monetary versus non-monetary cues in pathological gamblers.","Li Y, et al.","Front Behav Neurosci. 2014."
"Food-cue affected motor response inhibition and self-reported dieting success: a pictorial affective shifting task.","Meule A, et al.","Front Psychol. 2014."
"Gambling onset and progression in a sample of at-risk gamblers from the general population.","Carneiro E, et al.","Psychiatry Res. 2014."
"Prevalence of suicide attempts in pathological gamblers in a nationwide Austrian treatment sample.","Thon N, et al.","Gen Hosp Psychiatry. 2014."
"Is Internet addiction a psychopathological condition distinct from pathological gambling?","Tonioni F, et al.","Addict Behav. 2014."
"An Examination of a Proposed DSM-IV Pathological Gambling Hierarchy in a Treatment Seeking Population: Similarities with Substance Dependence and Evidence for Three Classification Systems.","Christensen DR, et al.","J Gambl Stud. 2015."
"Neurological correlates of slot machine win size in pathological gamblers.","Dixon MR, et al.","Behav Processes. 2014."
"Gambling and perceived health among adult jail inmates.","Hickey K, et al.","J Forensic Nurs. 2014."
"A direct, controlled, blind family study of DSM-IV pathological gambling.","Black DW, et al.","J Clin Psychiatry. 2014."
"Dysfunctional decision-making in pathological gambling: pattern specificity and the role of impulsivity.","Kräplin A, et al.","Psychiatry Res. 2014."
"Association of sociodemographic, psychopathological and gambling-related factors with treatment utilization for pathological gambling.","Bischof A, et al.","Eur Addict Res. 2014."
"[Impulse control disorders in Parkinson's disease].","Joutsa J, et al.","Duodecim. 2013."
"Anhedonia in Parkinson's disease patients with and without pathological gambling: a case-control study.","Pettorruso M, et al.","Psychiatry Res. 2014."
"[Women and gambling: an overview].","Odoardi S, et al.","Recenti Prog Med. 2013."
"In vivo evidence for greater amphetamine-induced dopamine release in pathological gambling: a positron emission tomography study with [(11)C]-(+)-PHNO.","Boileau I, et al.","Mol Psychiatry. 2014."
"Psychiatric co-morbidity in problem and pathological gamblers: investigating the confounding influence of alcohol use disorder.","Abdollahnejad R, et al.","Addict Behav. 2014."
"Mental health management of pathological gamblers by counseling and relaxation practices.","Sharma MG, et al.","J Evid Based Soc Work. 2013."
"Posttraumatic stress disorder and symptoms among American Indians and Alaska Natives: a review of the literature.","Bassett D, et al.","Soc Psychiatry Psychiatr Epidemiol. 2014."
"Pathological gambling: update on decision making and neuro-functional studies in clinical samples.","Achab S, et al.","Curr Pharm Des. 2014."
"The genetics of problem and pathological gambling: a systematic review.","Gyollai A, et al.","Curr Pharm Des. 2014."
"Effect of psychostimulants on impulsivity and risk taking in narcolepsy with cataplexy.","Bayard S, et al.","Sleep. 2013."
"[Impulsive-compulsive syndrome in Parkinson's disease].","Nikitina AV, et al.","Zh Nevrol Psikhiatr Im S S Korsakova. 2013."
"The General Relationship Between Universal Human Values and Adolescents' Problem/Pathological Gambling in Macao: A Parsimonious, Quantitative Model.","Chan VKY.","Subst Use Misuse. 2014."
"The functional anatomy of impulse control disorders.","Probst CC, et al.","Curr Neurol Neurosci Rep. 2013."
"A proof of concept study of tolcapone for pathological gambling: relationships with COMT genotype and brain activation.","Grant JE, et al.","Eur Neuropsychopharmacol. 2013."
"Meta-analysis: pharmacological treatment of pathological gambling.","Bartley CA, et al.","Expert Rev Neurother. 2013."
"Evaluating the South Oaks Gambling Screen with DSM-IV and DSM-5 criteria: results from a diverse community sample of gamblers.","Goodie AS, et al.","Assessment. 2013."
"Compulsive sexual behavior in young adults.","Odlaug BL, et al.","Ann Clin Psychiatry. 2013."
"Dopamine modulates risk-taking as a function of baseline sensation-seeking trait.","Norbury A, et al.","J Neurosci. 2013."
"Dopaminergic and clinical correlates of pathological gambling in Parkinson's disease: a case report.","Callesen MB, et al.","Front Behav Neurosci. 2013."
"The clustering of psychiatric disorders in high-risk gambling populations.","Abdollahnejad MR, et al.","J Gambl Stud. 2014."
"Exploring the relationship between treatment satisfaction, perceived improvements in functioning and well-being and gambling harm reduction among clients of pathological gambling treatment programs.","Monnat SM, et al.","Community Ment Health J. 2014."
"Phenomenology and treatment of behavioural addictions.","Grant JE, et al.","Can J Psychiatry. 2013."
"On being attracted to the possibility of a win: reward sensitivity (via gambling motives) undermines treatment seeking among pathological gamblers.","Sztainert T, et al.","J Gambl Stud. 2014."
"Italian Adolescent Gambling Behaviour: Psychometric Evaluation of the South Oaks Gambling Screen: Revised for Adolescents (SOGS-RA) among a sample of Italian students.","Colasante E, et al.","J Gambl Stud. 2014."
"Impulsive compulsive behaviors in Japanese Parkinson's disease patients and utility of the Japanese version of the Questionnaire for Impulsive-Compulsive Disorders in Parkinson's disease.","Tanaka K, et al.","J Neurol Sci. 2013."
"Dopamine agonist withdrawal syndrome: implications for patient care.","Nirenberg MJ.","Drugs Aging. 2013."
"A case of frontotemporal dementia with amyotrophic lateral sclerosis presenting with pathological gambling.","Ozel-Kizil E, et al.","J Clin Neurol. 2013."
"Neurobiology of gambling behaviors.","Potenza MN.","Curr Opin Neurobiol. 2013."
"[Pathological gambling: social aspects].","Aĭmedov KV.","Zh Nevrol Psikhiatr Im S S Korsakova. 2013."
"Cocaine Dependent Individuals and Gamblers Present Different Associative Learning Anomalies in Feedback-Driven Decision Making: A Behavioral and ERP Study.","Torres A, et al.","Front Psychol. 2013."
"Harmful alcohol use and frequent use of marijuana among lifetime problem gamblers and the prevalence of cross-addictive behaviour among Greenland Inuit: evidence from the cross-sectional Inuit Health in Transition Greenland survey 2006-2010.","Larsen CV, et al.","Int J Circumpolar Health. 2013."
"Pathological gambling in Parkinson's disease. A comprehensive review.","Santangelo G, et al.","Parkinsonism Relat Disord. 2013."
"Altered paralimbic interaction in behavioral addiction.","Rømer Thomsen K, et al.","Proc Natl Acad Sci U S A. 2013."
"Neurocognitive mechanisms of impaired decision making in pathological gambling.","Dymond S, et al.","Front Psychiatry. 2013."
"Relapse in pathological gamblers: A pilot study on the predictive value of different impulsivity measures.","De Wilde B, et al.","J Behav Addict. 2013."
"A shorter and multidimensional version of the Gambling Attitudes and Beliefs Survey (GABS-23).","Bouju G, et al.","J Gambl Stud. 2014."
"Morphometric correlation of impulsivity in medial prefrontal cortex.","Cho SS, et al.","Brain Topogr. 2013."
"[Psychological and social impact of online gambling].","Lejoyeux M.","Bull Acad Natl Med. 2012."
"Low self-control and co-occurrence of gambling with substance use and delinquency among Chinese adolescents.","Cheung NW.","J Gambl Stud. 2014."
"Gambling proneness in rats during the transition from adolescence to young adulthood: a home-cage method.","Zoratto F, et al.","Neuropharmacology. 2013."
"Neural correlates of the impact of control on decision making in pathological gambling.","Hudgens-Haney ME, et al.","Biol Psychol. 2013."
"[Chemical and behavioural addiction of medical students. Comparative study in Lebanese students].","Moaouad J, et al.","Encephale. 2012."
"Psychological therapies for pathological and problem gambling.","Cowlishaw S, et al.","Cochrane Database Syst Rev. 2012."
"Correlates of depressive symptom severity in problem and pathological gamblers in couple relationships.","Poirier-Arbour A, et al.","J Gambl Stud. 2014."
"Telescoping phenomenon in pathological gambling: association with gender and comorbidities.","Grant JE, et al.","J Nerv Ment Dis. 2012."
"Gambling experiences, problems, research and policy: gambling in Germany.","Ludwig M, et al.","Addiction. 2013."
"Eating disorders and pathological gambling in males: can they be differentiated by means of weight history and temperament and character traits?","Claes L, et al.","Eat Disord. 2012."
"Cognitive-behavioral approaches to outpatient treatment of internet addiction in children and adolescents.","King DL, et al.","J Clin Psychol. 2012."
"[Factors influencing problem and pathological gambling in participants of horse race gambling].","Hyun MY, et al.","J Korean Acad Nurs. 2012."
"Gambling behaviors and perceived health among incarcerated older adults.","Kerber CH, et al.","J Psychosoc Nurs Ment Health Serv. 2012."
"Associations between pathological gambling and psychiatric comorbidity among help-seeking populations in Hong Kong.","Shek DT, et al.","ScientificWorldJournal. 2012."
"Gender-related clinical and neurocognitive differences in individuals seeking treatment for pathological gambling.","Grant JE, et al.","J Psychiatr Res. 2012."
"Comparison between immigrant and Spanish native-born pathological gambling patients.","Penelo E, et al.","Psychol Rep. 2012."
"Evaluation of a physical activity program for pathological gamblers in treatment.","Angelo DL, et al.","J Gambl Stud. 2013."
"Pathological gambling: a general overview.","Ashley LL, et al.","J Psychoactive Drugs. 2012."
"Attentional bias and disinhibition toward gaming cues are related to problem gaming in male adolescents.","van Holst RJ, et al.","J Adolesc Health. 2012."
"Internet-based treatment of pathological gambling with a three-year follow-up.","Carlbring P, et al.","Cogn Behav Ther. 2012."
"Neurocognitive dysfunction in strategic and non-strategic gamblers.","Grant JE, et al.","Prog Neuropsychopharmacol Biol Psychiatry. 2012."
"Professional and pathological gamblers: similarities and differences.","Weinstock J, et al.","J Gambl Stud. 2013."
"Deficits in emotion regulation associated with pathological gambling.","Williams AD, et al.","Br J Clin Psychol. 2012."
"Gamblers' habits: empirical evidence on the behavior of regulars, newcomers and dropouts.","Fiedler I.","J Gambl Stud. 2013."
"Suicidal burn in Hong Kong.","Chan RC, et al.","Burns. 2012."
"Sleep and gambling severity in a community sample of gamblers.","Parhami I, et al.","J Addict Dis. 2012."
"Diminished frontostriatal activity during processing of monetary rewards and losses in pathological gambling.","Balodis IM, et al.","Biol Psychiatry. 2012."
"Yohimbine-induced amygdala activation in pathological gamblers: a pilot study.","Elman I, et al.","PLoS One. 2012."
"Altered neural reward representations in pathological gamblers revealed by delay and probability discounting.","Miedl SF, et al.","Arch Gen Psychiatry. 2012."
"Impaired self-awareness in pathological gamblers.","Brevers D, et al.","J Gambl Stud. 2013."
"Characterization of a semi-rapid method for assessing delay discounting in rodents.","Foscue EP, et al.","Pharmacol Biochem Behav. 2012."
"Work and non-pathological gambling.","Nyman JA, et al.","J Gambl Stud. 2013."
"[Pathological gambling in adolescence].","Caillon J, et al.","Arch Pediatr. 2012."
"Internet poker websites and pathological gambling prevention policy.","Khazaal Y, et al.","J Gambl Stud. 2013."
"Cognitive distortions as a component and treatment focus of pathological gambling: a review.","Fortune EE, et al.","Psychol Addict Behav. 2012."
